API ID,API Name,Description,Endpoint,Menu,Method,Related Tables,Screen list,System,説明
MO-COM-007-API-01-Get User Operation Log,Get User Operation Log,Lấy nhật ký thao tác người dùng.,/api/v1/moto/common/user-operation-log,Common,GET,"tenant_db.mst_moto_user, tenant_db.mst_moto_company, tenant_db.mst_moto_office, tenant_db.mst_moto_department",操作履歴 (https://www.notion.so/362f02c407dd803b8cacdcfc7bb21cf9?pvs=21),MOTO Portal,ユーザー操作ログを取得する。
MO-ATT-010-API-01-Get Legal Holiday Setting,Get Legal Holiday Setting,Lấy thông tin thiết lập ngày nghỉ pháp định.,/api/v1/moto/attendance/legal-holiday-setting,Attendance Management,GET,"tenant_db.[TBD: attendance / attendance_approval], tenant_db.[TBD: contract / staff], tenant_db.[TBD: invoice / billing], tenant_db.[TBD: attendance], tenant_db.[TBD: legal_holiday_setting]",法定休日設定 (https://www.notion.so/362f02c407dd803199bbc6262a86716b?pvs=21),MOTO Portal,法定休日設定の情報を取得する。
MO-ATT-010-API-02-Update Legal Holiday Setting,Update Legal Holiday Setting,Cập nhật thiết lập ngày nghỉ pháp định.,/api/v1/moto/attendance/legal-holiday-setting,Attendance Management,PATCH,"tenant_db.[TBD: attendance / attendance_approval], tenant_db.[TBD: contract / staff], tenant_db.[TBD: legal_holiday_setting]",法定休日設定 (https://www.notion.so/362f02c407dd803199bbc6262a86716b?pvs=21),MOTO Portal,法定休日設定を更新する。
MO-BILL-010-API-01-Get Billing Default Setting,Get Billing Default Setting,Lấy thông tin thiết lập mặc định hóa đơn.,/api/v1/moto/billing/billing-default-setting,Billing Management,GET,"tenant_db.[TBD: invoice / billing], tenant_db.[TBD: attendance], tenant_db.[TBD: default_setting]",請求書初期値設定 (https://www.notion.so/362f02c407dd8045992bfdccf9364f97?pvs=21),MOTO Portal,請求デフォルト設定の情報を取得する。
MO-BILL-010-API-02-Update Billing Default Setting,Update Billing Default Setting,Cập nhật thiết lập mặc định hóa đơn.,/api/v1/moto/billing/billing-default-setting,Billing Management,PATCH,"tenant_db.[TBD: invoice / billing], tenant_db.[TBD: attendance], tenant_db.[TBD: default_setting]",請求書初期値設定 (https://www.notion.so/362f02c407dd8045992bfdccf9364f97?pvs=21),MOTO Portal,請求デフォルト設定を更新する。
MO-SET-010-API-02-Update Contract Default Setting,Update Contract Default Setting,Cập nhật thiết lập mặc định hợp đồng.,/api/v1/moto/settings/contract-default-setting,Company Settings,PATCH,"central_db.r_deal_moto_saki, tenant_db.[TBD: contract / contract_document], tenant_db.[TBD: default_setting]",契約書初期値設定 (https://www.notion.so/362f02c407dd8063ad48dc74955b754d?pvs=21),MOTO Portal,契約デフォルト設定を更新する。
MO-SET-010-API-01-Get Contract Default Setting,Get Contract Default Setting,Lấy thông tin thiết lập mặc định hợp đồng.,/api/v1/moto/settings/contract-default-setting,Company Settings,GET,"central_db.r_deal_moto_saki, tenant_db.[TBD: contract / contract_document], tenant_db.[TBD: default_setting]",契約書初期値設定 (https://www.notion.so/362f02c407dd8063ad48dc74955b754d?pvs=21),MOTO Portal,契約デフォルト設定の情報を取得する。
MO-SET-011-API-02-Get Upload Result,Get Upload Result,Xem kết quả upload/import.,/api/v1/moto/settings/uploads/results,Company Settings,GET,tenant_db.[TBD: file_upload_history / upload_result / validation_error],ファイルレイアウト設定 (https://www.notion.so/362f02c407dd80d7832de0b00abc693a?pvs=21),MOTO Portal,アップロード／取込結果を確認する。
MO-SET-011-API-01-Upload File Layout Setting,Upload File Layout Setting,Tải lên thiết lập layout file import để import/xử lý.,/api/v1/moto/settings/uploads,Company Settings,POST,"tenant_db.[TBD: file_upload_history / upload_result / validation_error], tenant_db.[TBD: download_history / file]",ファイルレイアウト設定 (https://www.notion.so/362f02c407dd80d7832de0b00abc693a?pvs=21),MOTO Portal,取込ファイルレイアウト設定をアップロードして取込／処理する。
MO-SAKI-002-API-01-Get Client Detail,Get Client Detail,Lấy chi tiết khách hàng theo ID.,/api/v1/moto/clients/{id},Client Management,GET,"tenant_db.cfg_moto_client_company, tenant_db.cfg_moto_client_company_user, central_db.r_deal_moto_saki, tenant_db.mst_saki_company",派遣先詳細 (https://www.notion.so/362f02c407dd80b2b27cd27dc9852a22?pvs=21),MOTO Portal,ID指定で取引先詳細を取得する。
MO-SAKI-001-API-01-Export Client List,Export Client List,Xuất danh sách khách hàng ra file.,/api/v1/moto/clients/client-list/export,Client Management,GET,"tenant_db.cfg_moto_client_company, tenant_db.cfg_moto_client_company_user, central_db.r_deal_moto_saki, tenant_db.mst_saki_company",派遣先一覧 (https://www.notion.so/362f02c407dd80dc8eb7c5ad7df00280?pvs=21),MOTO Portal,取引先一覧をファイル出力する。
MO-SAKI-004-API-01-Get Client Request History,Get Client Request History,Lấy lịch sử yêu cầu của khách hàng.,/api/v1/moto/clients/client-request-history,Client Management,GET,"tenant_db.cfg_moto_client_company, tenant_db.cfg_moto_client_company_user, central_db.r_deal_moto_saki, tenant_db.[TBD: staffing_request / estimate_response], tenant_db.[TBD: staff], tenant_db.[TBD: staff_skill / employment_history / account]",派遣照会履歴 (https://www.notion.so/362f02c407dd80738f78fcd232d8c7fb?pvs=21),MOTO Portal,取引先の依頼履歴を取得する。
MO-SAKI-003-API-01-Get Client Contract List,Get Client Contract List,"Lấy danh sách hợp đồng của khách hàng, hỗ trợ tìm kiếm/lọc.",/api/v1/moto/clients/client-contract-list,Client Management,GET,"tenant_db.cfg_moto_client_company, tenant_db.cfg_moto_client_company_user, central_db.r_deal_moto_saki, tenant_db.mst_saki_company, tenant_db.[TBD: contract / contract_document]",派遣先契約一覧 (https://www.notion.so/362f02c407dd8011b69aca82f5ca2474?pvs=21),MOTO Portal,取引先の契約一覧を取得し、検索・絞り込みに利用する。
MO-SAKI-005-API-02-Update Trading Client Setting,Update Trading Client Setting,Cập nhật thiết lập khách hàng giao dịch.,/api/v1/moto/clients/trading-client-setting,Client Management,PATCH,"tenant_db.cfg_moto_client_company, tenant_db.cfg_moto_client_company_user, central_db.r_deal_moto_saki",取引派遣先設定 (https://www.notion.so/362f02c407dd8028be8eda25a1ee5d78?pvs=21),MOTO Portal,取引先設定を更新する。
MO-SAKI-005-API-01-Get Trading Client Setting,Get Trading Client Setting,Lấy thông tin thiết lập khách hàng giao dịch.,/api/v1/moto/clients/trading-client-setting,Client Management,GET,"tenant_db.cfg_moto_client_company, tenant_db.cfg_moto_client_company_user, central_db.r_deal_moto_saki",取引派遣先設定 (https://www.notion.so/362f02c407dd8028be8eda25a1ee5d78?pvs=21),MOTO Portal,取引先設定の情報を取得する。
MO-CON-021-API-01-Upload Contract Extension Upload,Upload Contract Extension Upload,Tải lên file gia hạn hợp đồng để import/xử lý.,/api/v1/moto/contracts/uploads,Contract Management,POST,"central_db.r_deal_moto_saki, tenant_db.[TBD: contract / contract_document], tenant_db.[TBD: file_upload_history / upload_result / validation_error]",アップロードで延長する (https://www.notion.so/362f02c407dd80bfb88ff30b67bb9141?pvs=21),MOTO Portal,契約延長ファイルをアップロードして取込／処理する。
MO-CON-020-API-01-Create Draft Contract Restore,Create Draft Contract Restore,Khôi phục khôi phục hợp đồng nháp.,/api/v1/moto/contracts,Contract Management,POST,"central_db.r_deal_moto_saki, tenant_db.[TBD: contract / contract_document]",一時保存契約から作成 (https://www.notion.so/362f02c407dd8047b439c3678153e6e0?pvs=21),MOTO Portal,下書き契約復元を復旧する。
MO-CON-022-API-01-Upload Contract Revision Upload,Upload Contract Revision Upload,Tải lên file chỉnh sửa hợp đồng để import/xử lý.,/api/v1/moto/contracts/uploads,Contract Management,POST,"central_db.r_deal_moto_saki, tenant_db.[TBD: contract / contract_document], tenant_db.[TBD: file_upload_history / upload_result / validation_error]",アップロードで修正する (https://www.notion.so/362f02c407dd80929c75cd24b88ca621?pvs=21),MOTO Portal,契約修正ファイルをアップロードして取込／処理する。
MO-CON-021-API-02-Get Upload Result,Get Upload Result,Xem kết quả upload/import.,/api/v1/moto/contracts/uploads/results,Contract Management,GET,"central_db.r_deal_moto_saki, tenant_db.[TBD: contract / contract_document], tenant_db.[TBD: file_upload_history / upload_result / validation_error]",アップロードで延長する (https://www.notion.so/362f02c407dd80bfb88ff30b67bb9141?pvs=21),MOTO Portal,アップロード／取込結果を確認する。
MO-CON-023-API-01-Delete/Cancel Sales PIC Delete,Delete/Cancel Sales PIC Delete,Xóa hoặc hủy người phụ trách sales.,/api/v1/moto/contracts/sales-pic-delete/{id},Contract Management,DELETE,"tenant_db.cfg_moto_client_company, tenant_db.cfg_moto_client_company_user, central_db.r_deal_moto_saki, tenant_db.[TBD: contract / contract_document]",営業担当者削除 (https://www.notion.so/362f02c407dd80b4a6c1f186153cefcb?pvs=21),MOTO Portal,営業担当者を削除または取消する。
MO-CON-022-API-02-Get Upload Result,Get Upload Result,Xem kết quả upload/import.,/api/v1/moto/contracts/uploads/results,Contract Management,GET,"central_db.r_deal_moto_saki, tenant_db.[TBD: contract / contract_document], tenant_db.[TBD: file_upload_history / upload_result / validation_error]",アップロードで修正する (https://www.notion.so/362f02c407dd80929c75cd24b88ca621?pvs=21),MOTO Portal,アップロード／取込結果を確認する。
MO-ATT-020-API-01-Get Shift Reference,Get Shift Reference,Lấy thông tin thông tin tham chiếu ca làm việc.,/api/v1/moto/attendance/shift-reference,Attendance Management,GET,"central_db.r_deal_moto_saki, tenant_db.[TBD: contract / contract_document], tenant_db.[TBD: attendance / attendance_approval], tenant_db.[TBD: contract / staff], tenant_db.[TBD: staff], tenant_db.[TBD: staff_skill / employment_history / account]",シフト参照 (https://www.notion.so/362f02c407dd80cbb03cea8a4d6182b8?pvs=21),MOTO Portal,シフト参照情報の情報を取得する。
MO-CON-024-API-01-Submit/Process Unsubmitted Contract List,Submit/Process Unsubmitted Contract List,"Lấy danh sách hợp đồng chưa gửi, hỗ trợ tìm kiếm/lọc.",/api/v1/moto/contracts/unsubmitted-contract-list/submit,Contract Management,POST,"central_db.r_deal_moto_saki, tenant_db.[TBD: contract / contract_document]",未提出契約一覧 (https://www.notion.so/362f02c407dd809bb911c32e4ca22721?pvs=21),MOTO Portal,未提出契約一覧を取得し、検索・絞り込みに利用する。
MO-ATT-022-API-01-Export Daily Attendance Export,Export Daily Attendance Export,Xuất dữ liệu chấm công hằng ngày ra file.,/api/v1/moto/attendance/daily-attendance-export/export,Attendance Management,GET,"tenant_db.[TBD: attendance / attendance_approval], tenant_db.[TBD: contract / staff]",日々勤怠DL (https://www.notion.so/DL-362f02c407dd80bcb87ef66f054d131e?pvs=21),MOTO Portal,日次勤怠データをファイル出力する。
MO-ATT-021-API-01-Get Schedule Reference,Get Schedule Reference,Lấy thông tin thông tin tham chiếu lịch làm việc.,/api/v1/moto/attendance/schedule-reference,Attendance Management,GET,"tenant_db.[TBD: attendance / attendance_approval], tenant_db.[TBD: contract / staff]",,MOTO Portal,スケジュール参照情報の情報を取得する。
MO-ATT-023-API-01-Export Monthly Attendance Summary Export,Export Monthly Attendance Summary Export,Xuất tổng hợp chấm công theo tháng ra file.,/api/v1/moto/attendance/monthly-attendance-summary-export/export,Attendance Management,GET,"tenant_db.[TBD: attendance / attendance_approval], tenant_db.[TBD: contract / staff]",勤怠集計DL (https://www.notion.so/DL-362f02c407dd80319a92fffd36183734?pvs=21),MOTO Portal,月次勤怠サマリをファイル出力する。
MO-ATT-024-API-01-Export Approved Attendance Export,Export Approved Attendance Export,Xuất dữ liệu chấm công đã duyệt ra file.,/api/v1/moto/attendance/approved-attendance-export/export,Attendance Management,GET,"tenant_db.[TBD: attendance / attendance_approval], tenant_db.[TBD: contract / staff]",締め承認済勤怠DL (https://www.notion.so/DL-362f02c407dd8054a1c8e78bb7cee8ae?pvs=21),MOTO Portal,承認済み勤怠データをファイル出力する。
MO-BILL-020-API-01-Submit/Process Invoice Finalize,Submit/Process Invoice Finalize,Gửi hoặc xử lý chốt hóa đơn.,/api/v1/moto/billing/invoice-finalize/submit,Billing Management,POST,"tenant_db.[TBD: invoice / billing], tenant_db.[TBD: attendance]",請求書確定 (https://www.notion.so/362f02c407dd8026a28eccfda9c6933d?pvs=21),MOTO Portal,請求書確定を送信または処理する。
MO-BILL-022-API-01-Get Invoice Attendance Reference,Get Invoice Attendance Reference,Lấy chi tiết dữ liệu chấm công tham chiếu cho hóa đơn theo ID.,/api/v1/moto/billing/{id},Billing Management,GET,"tenant_db.[TBD: attendance / attendance_approval], tenant_db.[TBD: contract / staff], tenant_db.[TBD: invoice / billing], tenant_db.[TBD: attendance]",請求明細勤怠参照 (https://www.notion.so/362f02c407dd80e9b700ee7701133efd?pvs=21),MOTO Portal,ID指定で請求用勤怠参照データの詳細を取得する。
MO-BILL-021-API-01-Submit/Process Invoice Submit,Submit/Process Invoice Submit,Gửi hoặc xử lý gửi hóa đơn.,/api/v1/moto/billing/invoice-submit/submit,Billing Management,POST,"tenant_db.[TBD: invoice / billing], tenant_db.[TBD: attendance]",,MOTO Portal,請求書提出を送信または処理する。
MO-SET-020-API-01-Get Billing Destination Setting,Get Billing Destination Setting,Lấy thông tin thiết lập nơi nhận hóa đơn.,/api/v1/moto/settings/billing-destination-setting,Company Settings,GET,"tenant_db.[TBD: invoice / billing], tenant_db.[TBD: attendance]",請求書送付先設定 (https://www.notion.so/362f02c407dd80cca105de6fd52be7f4?pvs=21),MOTO Portal,請求先設定の情報を取得する。
MO-SET-021-API-01-Get Editable User Field Setting,Get Editable User Field Setting,Lấy thông tin thiết lập trường user được phép sửa.,/api/v1/moto/settings/editable-user-field-setting,Company Settings,GET,"tenant_db.mst_moto_user, tenant_db.mst_moto_company, tenant_db.mst_moto_office, tenant_db.mst_moto_department","ユーザー編集可能項目設定 (https://www.notion.so/362f02c407dd80189d1bea77dbf49a67?pvs=21), 請求書初期設定 (https://www.notion.so/380f02c407dd804d880ceddc181e4ff4?pvs=21)",MOTO Portal,ユーザー編集項目設定の情報を取得する。
MO-SET-020-API-02-Update Billing Destination Setting,Update Billing Destination Setting,Cập nhật thiết lập nơi nhận hóa đơn.,/api/v1/moto/settings/billing-destination-setting,Company Settings,PATCH,"tenant_db.[TBD: invoice / billing], tenant_db.[TBD: attendance]",請求書送付先設定 (https://www.notion.so/362f02c407dd80cca105de6fd52be7f4?pvs=21),MOTO Portal,請求先設定を更新する。
MO-OTH-020-API-01-Get Additional Onboarding Procedure,Get Additional Onboarding Procedure,Lấy thông tin quy trình onboarding bổ sung.,/api/v1/moto/onboarding/additional-onboarding-procedure,Settings,GET,"tenant_db.mst_moto_company, central_db.[TBD: tenant_usage_billing / onboarding]",追加導入手続き (https://www.notion.so/362f02c407dd809a8302f4a94e199f2d?pvs=21),MOTO Portal,追加オンボーディング手順の情報を取得する。
MO-SET-021-API-02-Update Editable User Field Setting,Update Editable User Field Setting,Cập nhật thiết lập trường user được phép sửa.,/api/v1/moto/settings/editable-user-field-setting,Company Settings,PATCH,"tenant_db.mst_moto_user, tenant_db.mst_moto_company, tenant_db.mst_moto_office, tenant_db.mst_moto_department","ユーザー編集可能項目設定 (https://www.notion.so/362f02c407dd80189d1bea77dbf49a67?pvs=21), 請求書初期設定 (https://www.notion.so/380f02c407dd804d880ceddc181e4ff4?pvs=21)",MOTO Portal,ユーザー編集項目設定を更新する。
MO-OTH-022-API-01-Get Usage Billing List,Get Usage Billing List,"Lấy danh sách tính phí sử dụng, hỗ trợ tìm kiếm/lọc.",/api/v1/moto/onboarding/usage-billing-list,SaaS usage billing,GET,"tenant_db.[TBD: invoice / billing], tenant_db.[TBD: attendance], tenant_db.mst_moto_company, central_db.[TBD: tenant_usage_billing / onboarding]",利用料金一覧 (https://www.notion.so/362f02c407dd8086bbf4ec1f8d0d5403?pvs=21),MOTO Portal,利用料金一覧を取得し、検索・絞り込みに利用する。
MO-OTH-021-API-01-Get Onboarding Preparation Status,Get Onboarding Preparation Status,Lấy trạng thái chuẩn bị onboarding.,/api/v1/moto/onboarding/onboarding-preparation-status,Settings,GET,"tenant_db.mst_moto_company, central_db.[TBD: tenant_usage_billing / onboarding]",導入準備状況 (https://www.notion.so/362f02c407dd80e0a518dc4959994874?pvs=21),MOTO Portal,オンボーディング準備状況を取得する。
MO-BAT-002-API-01-Upload File Import Result,Upload File Import Result,Xem kết quả upload/import.,/api/v1/moto/batch/uploads,Batch Processing,POST,"tenant_db.[TBD: file_upload_history / upload_result / validation_error], tenant_db.[TBD: batch_execution_history / async_job]",ファイル取込結果 (https://www.notion.so/362f02c407dd8030b34bd149e905e65e?pvs=21),MOTO Portal,アップロード／取込結果を確認する。
MO-BAT-001-API-01-Get Batch Execution History,Get Batch Execution History,Lấy lịch sử chạy batch.,/api/v1/moto/batch/batch-execution-history,Batch Processing,GET,tenant_db.[TBD: batch_execution_history / async_job],バッチ実行履歴 (https://www.notion.so/362f02c407dd8089bdc4d3b61a57c1d0?pvs=21),MOTO Portal,バッチ実行履歴を取得する。
MO-BAT-003-API-01-Upload Validation Error List,Upload Validation Error List,Tải lên danh sách lỗi validation để import/xử lý.,/api/v1/moto/batch/uploads,Batch Processing,POST,"tenant_db.[TBD: file_upload_history / upload_result / validation_error], tenant_db.[TBD: batch_execution_history / async_job]",検証エラー一覧 (https://www.notion.so/362f02c407dd80fb93f6cf3a90204f5f?pvs=21),MOTO Portal,バリデーションエラー一覧をアップロードして取込／処理する。
MO-BAT-002-API-02-Get Upload Result,Get Upload Result,Xem kết quả upload/import.,/api/v1/moto/batch/uploads/results,Batch Processing,GET,"tenant_db.[TBD: file_upload_history / upload_result / validation_error], tenant_db.[TBD: batch_execution_history / async_job]",ファイル取込結果 (https://www.notion.so/362f02c407dd8030b34bd149e905e65e?pvs=21),MOTO Portal,アップロード／取込結果を確認する。
MO-BAT-004-API-01-Get Async Job Status,Get Async Job Status,Lấy trạng thái job xử lý nền.,/api/v1/moto/batch/async-job-status,Batch Processing,GET,tenant_db.[TBD: batch_execution_history / async_job],非同期処理状況 (https://www.notion.so/362f02c407dd80368402d3e62beb313a?pvs=21),MOTO Portal,非同期ジョブ状態を取得する。
MO-BAT-003-API-02-Get Upload Result,Get Upload Result,Xem kết quả upload/import.,/api/v1/moto/batch/uploads/results,Batch Processing,GET,"tenant_db.[TBD: file_upload_history / upload_result / validation_error], tenant_db.[TBD: batch_execution_history / async_job]",検証エラー一覧 (https://www.notion.so/362f02c407dd80fb93f6cf3a90204f5f?pvs=21),MOTO Portal,アップロード／取込結果を確認する。
MO-BAT-005-API-01-Export CSV Error Download,Export CSV Error Download,Tải xuống file lỗi CSV.,/api/v1/moto/batch/csv-error-download/export,Batch Processing,GET,"tenant_db.[TBD: batch_execution_history / async_job], tenant_db.[TBD: download_history / file]",エラーCSV DL (https://www.notion.so/CSV-DL-362f02c407dd80bea65afd2a0f7d31c2?pvs=21),MOTO Portal,CSVエラーファイルをダウンロードする。
MO-COM-000-API-02-Update Tenant Init Setup,Update Tenant Init Setup,Cập nhật thiết lập khởi tạo tenant.,/api/v1/moto/common/tenant-init-setup,Common,PATCH,tenant_db.mst_moto_company,派遣元テナント初期設定 (https://www.notion.so/362f02c407dd806b8549cb1a5afafd46?pvs=21),MOTO Portal,テナント初期設定を更新する。
MO-COM-000-API-01-Get Tenant Init Setup,Get Tenant Init Setup,Lấy thông tin thiết lập khởi tạo tenant.,/api/v1/moto/common/tenant-init-setup,Common,GET,tenant_db.mst_moto_company,派遣元テナント初期設定 (https://www.notion.so/362f02c407dd806b8549cb1a5afafd46?pvs=21),MOTO Portal,テナント初期設定の情報を取得する。
MO-STF-004-API-01-Get Staff Account Managerment,Get Staff Account Managerment,Lấy thông tin nhân viên.,/api/v1/moto/staff/staff-account-managerment,Staff Management,GET,"tenant_db.[TBD: staff], tenant_db.[TBD: staff_skill / employment_history / account]","スタッフアカウント管理 (https://www.notion.so/362f02c407dd80628708c712017266ce?pvs=21), アカウント発行 (https://www.notion.so/37cf02c407dd805994d6c8148fd6162a?pvs=21)",MOTO Portal,スタッフの情報を取得する。
MO-STF-005-API-01-Get Staff Attendance Status,Get Staff Attendance Status,Lấy trạng thái chấm công của nhân viên.,/api/v1/moto/staff/staff-attendance-status,Staff Management,GET,"tenant_db.[TBD: attendance / attendance_approval], tenant_db.[TBD: contract / staff], tenant_db.[TBD: staff], tenant_db.[TBD: staff_skill / employment_history / account]","スタッフ勤怠状況 (https://www.notion.so/362f02c407dd80839921f6ea63ec5659?pvs=21), スタッフアカウント管理 (https://www.notion.so/362f02c407dd80628708c712017266ce?pvs=21)",MOTO Portal,スタッフ勤怠状況を取得する。
MO-STF-006-API-01-Get Staff Employment History,Get Staff Employment History,Lấy lịch sử làm việc của nhân viên.,/api/v1/moto/staff/staff-employment-history,Staff Management,GET,"tenant_db.[TBD: staff], tenant_db.[TBD: staff_skill / employment_history / account]","スタッフ契約履歴 (https://www.notion.so/362f02c407dd8076bb42c822a54e2ce9?pvs=21), スタッフアカウント管理 (https://www.notion.so/362f02c407dd80628708c712017266ce?pvs=21)",MOTO Portal,スタッフ就業履歴を取得する。
SA-AUTH-001-API-01-Login,Login,"Đăng nhập, xác thực tài khoản và cấp token truy cập.",/api/v1/saki/login,Common,POST,"central_db.mst_tenant, tenant_db.mst_saki_user, tenant_db.[TBD: login_history / access_token]","ログイン
 (https://www.notion.so/362f02c407dd8002a729d21018e5b09b?pvs=21)",SAKI Portal,ログイン認証を行い、アクセストークンを発行する。
SA-AUTH-002-API-01-Logout,Logout,Đăng xuất và vô hiệu hóa phiên/token hiện tại.,/api/v1/saki/logout,Common,POST,"central_db.mst_tenant, tenant_db.mst_saki_user, tenant_db.[TBD: login_history / access_token]",勤怠一覧 (https://www.notion.so/362f02c407dd8029a7c4f3bab4d2fe7f?pvs=21),SAKI Portal,ログアウトし、現在のセッション／トークンを無効化する。
SA-COM-007-API-01-Download History,Download History,Lấy lịch sử tải xuống.,/api/v1/saki/download-history,Common,GET,"tenant_db.mst_saki_user, tenant_db.mst_saki_department, tenant_db.mst_saki_office, tenant_db.[TBD: download_history / file]",ダウンロード履歴 (https://www.notion.so/362f02c407dd80eab5fce515bca99bfb?pvs=21),SAKI Portal,ダウンロード履歴を取得する。
SA-COM-005-API-01-Notification Center,Notification Center,Lấy thông tin trung tâm thông báo.,/api/v1/saki/notifications,Common,GET,"central_db.notification_history, tenant_db.[TBD: notification_read]",通知一覧 (https://www.notion.so/362f02c407dd807d9cc3c641447d686f?pvs=21),SAKI Portal,通知センターの情報を取得する。
SA-AUTH-006-API-01-Login History,Login History,Lấy lịch sử đăng nhập.,/api/v1/saki/login-history,Common,GET,"central_db.mst_tenant, tenant_db.mst_saki_user, tenant_db.[TBD: login_history / access_token], tenant_db.mst_saki_department, tenant_db.mst_saki_office",ログイン履歴 (https://www.notion.so/362f02c407dd80e09ba2ca46805ff870?pvs=21),SAKI Portal,ログイン履歴を取得する。
SA-AUTH-004-API-01-Password Reset,Password Reset,Thực hiện quy trình đặt lại mật khẩu.,/api/v1/saki/password-reset,Common,POST,"central_db.mst_tenant, tenant_db.mst_saki_user, tenant_db.[TBD: login_history / access_token], tenant_db.mst_saki_department, tenant_db.mst_saki_office",パスワード初期化 (https://www.notion.so/362f02c407dd80b8adf9ea946db7f169?pvs=21),SAKI Portal,パスワードリセット処理を行う。
SA-AUTH-003-API-01-Change Password,Change Password,Đổi mật khẩu cho tài khoản đang đăng nhập.,/api/v1/saki/change-password,Common,POST,"central_db.mst_tenant, tenant_db.mst_saki_user, tenant_db.[TBD: login_history / access_token], tenant_db.mst_saki_department, tenant_db.mst_saki_office",パスワード変更 (https://www.notion.so/362f02c407dd8048b80bf0c0ddee17d9?pvs=21),SAKI Portal,ログイン中ユーザーのパスワードを変更する。
SA-COM-008-API-01-Upload History,Upload History,Lấy lịch sử upload.,/api/v1/saki/upload-history,Common,GET,tenant_db.[TBD: file_upload_history / upload_result / validation_error],アップロード履歴 (https://www.notion.so/362f02c407dd8056a48fe6021c8a4dc3?pvs=21),SAKI Portal,アップロード履歴を取得する。
SA-COM-009-API-01-Upload Result,Upload Result,Xem kết quả upload/import.,/api/v1/saki/upload-results,Common,GET,tenant_db.[TBD: file_upload_history / upload_result / validation_error],アップロード結果 (https://www.notion.so/362f02c407dd80baae99de45dc2ab6b2?pvs=21),SAKI Portal,アップロード／取込結果を確認する。
SA-COM-010-API-01-Validation Error List,Validation Error List,"Lấy danh sách lỗi validation, hỗ trợ tìm kiếm/lọc.",/api/v1/saki/validation-errors,Common,GET,tenant_db.[TBD: file_upload_history / upload_result / validation_error],検証エラー一覧 (https://www.notion.so/362f02c407dd8024b3cff263d78ce4a6?pvs=21),SAKI Portal,バリデーションエラー一覧を取得し、検索・絞り込みに利用する。
SA-COM-011-API-01-Audit Log,Audit Log,Lấy nhật ký audit.,/api/v1/saki/audit-log,Common,GET,"tenant_db.mst_saki_user, tenant_db.mst_saki_department, tenant_db.mst_saki_office, tenant_db.[TBD: audit_log]",操作履歴 (https://www.notion.so/362f02c407dd803fb30cf10a70ec47c7?pvs=21),SAKI Portal,監査ログを取得する。
SA-REQ-001-API-01-Staffing Request List,Staffing Request List,"Lấy danh sách yêu cầu nhân sự, hỗ trợ tìm kiếm/lọc.",/api/v1/saki/requests,Request Management,GET,"central_db.r_deal_moto_saki, tenant_db.[TBD: staffing_request / estimate / response]",派遣照会一覧 (https://www.notion.so/362f02c407dd80508996f44f91ee8026?pvs=21),SAKI Portal,人材依頼一覧を取得し、検索・絞り込みに利用する。
SA-REQ-002-API-01-Staffing Request Detail,Staffing Request Detail,Lấy chi tiết yêu cầu nhân sự theo ID.,/api/v1/saki/requests/{id},Request Management,GET,"central_db.r_deal_moto_saki, tenant_db.[TBD: staffing_request / estimate / response]",派遣照会詳細 (https://www.notion.so/362f02c407dd80efa751c94cf3b472e4?pvs=21),SAKI Portal,ID指定で人材依頼詳細を取得する。
