API ID,API Name,Description,Endpoint,Menu,Method,Related Tables,Screen list,System,説明
SA-REQ-003-API-01-Staffing Create Request,Staffing Create Request,Tạo mới yêu cầu nhân sự mới.,/api/v1/saki/requests/create,Request Management,POST,"central_db.r_deal_moto_saki, tenant_db.[TBD: staffing_request / estimate / response]",派遣照会作成 (https://www.notion.so/362f02c407dd80e48f8be560a107f261?pvs=21),SAKI Portal,人材依頼作成を新規作成する。
SA-REQ-004-API-01-Staffing Edit Request,Staffing Edit Request,Cập nhật yêu cầu chỉnh sửa nhân sự.,/api/v1/saki/requests/{id}/edit,Request Management,PUT,"central_db.r_deal_moto_saki, tenant_db.[TBD: staffing_request / estimate / response]",派遣照会修正 (https://www.notion.so/362f02c407dd804dae88f0ad3bf335d2?pvs=21),SAKI Portal,人材依頼修正を更新する。
SA-REQ-005-API-01-Staffing Cancel Request,Staffing Cancel Request,Hủy yêu cầu hủy nhân sự.,/api/v1/saki/requests/{id}/cancel,Request Management,POST,"central_db.r_deal_moto_saki, tenant_db.[TBD: staffing_request / estimate / response]","派遣照会取消 (https://www.notion.so/362f02c407dd80258923c2b516b38511?pvs=21), 派遣照会詳細 (https://www.notion.so/362f02c407dd80efa751c94cf3b472e4?pvs=21)",SAKI Portal,人材依頼キャンセルをキャンセルする。
SA-REQ-006-API-01-Estimate List,Estimate List,"Lấy danh sách báo giá, hỗ trợ tìm kiếm/lọc.",/api/v1/saki/estimates,Request Management,GET,"central_db.r_deal_moto_saki, tenant_db.[TBD: staffing_request / estimate / response]","見積一覧 (https://www.notion.so/362f02c407dd80b7bd54f171d6a15f3b?pvs=21), 派遣照会詳細 (https://www.notion.so/362f02c407dd80efa751c94cf3b472e4?pvs=21)",SAKI Portal,見積一覧を取得し、検索・絞り込みに利用する。
SA-REQ-007-API-01-Estimate Detail,Estimate Detail,Lấy chi tiết báo giá theo ID.,/api/v1/saki/estimates/{id},Request Management,GET,"central_db.r_deal_moto_saki, tenant_db.[TBD: staffing_request / estimate / response]","見積詳細 (https://www.notion.so/362f02c407dd80b9a850ddfd2f5aaa3d?pvs=21), 派遣照会詳細 (https://www.notion.so/362f02c407dd80efa751c94cf3b472e4?pvs=21)",SAKI Portal,ID指定で見積詳細を取得する。
SA-REQ-008-API-01-Estimate Compare,Estimate Compare,Lấy thông tin so sánh báo giá.,/api/v1/saki/estimates/compare,Request Management,GET,"central_db.r_deal_moto_saki, tenant_db.[TBD: staffing_request / estimate / response]","見積比較 (https://www.notion.so/362f02c407dd808da06ec3a9e82b8433?pvs=21), 派遣照会詳細 (https://www.notion.so/362f02c407dd80efa751c94cf3b472e4?pvs=21)",SAKI Portal,見積比較の情報を取得する。
SA-REQ-009-API-01-Estimate Export,Estimate Export,Xuất dữ liệu báo giá ra file.,/api/v1/saki/estimates/export,Request Management,GET,"central_db.r_deal_moto_saki, tenant_db.[TBD: staffing_request / estimate / response]","見積DL (https://www.notion.so/DL-362f02c407dd80a2a9edc4323c6a1f20?pvs=21), 派遣照会詳細 (https://www.notion.so/362f02c407dd80efa751c94cf3b472e4?pvs=21)",SAKI Portal,見積データをファイル出力する。
SA-REQ-010-API-01-Staffing Response List,Staffing Response List,"Lấy danh sách phản hồi yêu cầu nhân sự, hỗ trợ tìm kiếm/lọc.",/api/v1/saki/responses,Request Management,GET,"central_db.r_deal_moto_saki, tenant_db.[TBD: staffing_request / estimate / response]","派遣照会回答一覧 (https://www.notion.so/362f02c407dd8085a0f0f72a7ef40ab3?pvs=21), 派遣照会詳細 (https://www.notion.so/362f02c407dd80efa751c94cf3b472e4?pvs=21)",SAKI Portal,人材依頼回答一覧を取得し、検索・絞り込みに利用する。
SA-REQ-011-API-01-Response Detail,Response Detail,Lấy chi tiết phản hồi theo ID.,/api/v1/saki/responses/{id},Request Management,GET,"central_db.r_deal_moto_saki, tenant_db.[TBD: staffing_request / estimate / response]","派遣照会回答詳細 (https://www.notion.so/362f02c407dd803997bff61d7878f68b?pvs=21), 派遣照会詳細 (https://www.notion.so/362f02c407dd80efa751c94cf3b472e4?pvs=21)",SAKI Portal,ID指定で回答詳細を取得する。
SA-REQ-012-API-01-Request Status Dashboard,Request Status Dashboard,Lấy tổng quan trạng thái yêu cầu.,/api/v1/saki/request-status,Request Management,GET,"central_db.r_deal_moto_saki, tenant_db.[TBD: staffing_request / estimate / response]",,SAKI Portal,依頼ステータス概要を取得する。
SA-REQ-013-API-01-Pending Response List,Pending Response List,"Lấy danh sách phản hồi chờ xử lý, hỗ trợ tìm kiếm/lọc.",/api/v1/saki/pending-responses,Request Management,GET,"central_db.r_deal_moto_saki, tenant_db.[TBD: staffing_request / estimate / response]",未回答一覧 (https://www.notion.so/362f02c407dd80949412e7479c9cac32?pvs=21),SAKI Portal,未回答一覧を取得し、検索・絞り込みに利用する。
SA-CON-001-API-01-Contract List,Contract List,"Lấy danh sách hợp đồng, hỗ trợ tìm kiếm/lọc.",/api/v1/saki/contracts,Contract Management,GET,"central_db.r_deal_moto_saki, tenant_db.[TBD: contract / contract_history / contract_document]",契約一覧 (https://www.notion.so/362f02c407dd80c29c61dbab877ceb34?pvs=21),SAKI Portal,契約一覧を取得し、検索・絞り込みに利用する。
SA-CON-002-API-01-Contract Detail,Contract Detail,Lấy chi tiết hợp đồng theo ID.,/api/v1/saki/contracts/{id},Contract Management,GET,"t_contract, t_contract_saki_detail",契約詳細 (https://www.notion.so/362f02c407dd8010bdd0ed9edd0d407f?pvs=21),SAKI Portal,ID指定で契約詳細を取得する。
SA-CON-003-API-01-Contract Approval,Contract Approval,Phê duyệt phê duyệt hợp đồng.,/api/v1/saki/contracts/{id}/approve,Contract Management,POST,"central_db.r_deal_moto_saki, tenant_db.[TBD: contract / contract_history / contract_document]",契約承認 (https://www.notion.so/362f02c407dd80c3aa8fc2740bf580f3?pvs=21),SAKI Portal,契約承認を承認する。
SA-CON-004-API-01-Pending Contract Approval,Pending Contract Approval,"Lấy danh sách hợp đồng chờ duyệt, hỗ trợ tìm kiếm/lọc.",/api/v1/saki/contracts/pending,Contract Management,GET,"central_db.r_deal_moto_saki, tenant_db.[TBD: contract / contract_history / contract_document]",未承認契約一覧 (https://www.notion.so/362f02c407dd80e8af15c8e63134e427?pvs=21),SAKI Portal,承認待ち契約一覧を取得し、検索・絞り込みに利用する。
SA-CON-005-API-01-Contract Revision History,Contract Revision History,Lấy lịch sử chỉnh sửa hợp đồng.,/api/v1/saki/contracts/history,Contract Management,GET,"central_db.r_deal_moto_saki, tenant_db.[TBD: contract / contract_history / contract_document]",契約変更履歴 (https://www.notion.so/362f02c407dd8081871fca687e46b378?pvs=21),SAKI Portal,契約修正履歴を取得する。
SA-CON-006-API-01-Contract PDF Download,Contract PDF Download,Tải xuống file PDF hợp đồng.,/api/v1/saki/contracts/{id}/pdf,Contract Management,GET,"central_db.r_deal_moto_saki, tenant_db.[TBD: contract / contract_history / contract_document], tenant_db.[TBD: download_history / file]",契約書DL (https://www.notion.so/DL-362f02c407dd80cb8b58d016cccfadad?pvs=21),SAKI Portal,契約PDFをダウンロードする。
SA-CON-007-API-01-Contract Download History,Contract Download History,Lấy lịch sử tải hợp đồng.,/api/v1/saki/contracts/download-history,Contract Management,GET,"central_db.r_deal_moto_saki, tenant_db.[TBD: contract / contract_history / contract_document], tenant_db.[TBD: download_history / file]",契約DL履歴 (https://www.notion.so/DL-362f02c407dd80449987fe15e7874ef9?pvs=21),SAKI Portal,契約ダウンロード履歴を取得する。
SA-CON-008-API-01-Contract Extension Approval,Contract Extension Approval,Phê duyệt phê duyệt gia hạn hợp đồng.,/api/v1/saki/contracts/{id}/extension,Contract Management,POST,"central_db.r_deal_moto_saki, tenant_db.[TBD: contract / contract_history / contract_document], tenant_db.[TBD: staffing_request / estimate / response]",契約延長承認 (https://www.notion.so/362f02c407dd80b4911bf44762c1f44a?pvs=21),SAKI Portal,契約延長承認を承認する。
SA-CON-009-API-01-Contract End Confirmation,Contract End Confirmation,Tạo mới xác nhận kết thúc hợp đồng.,/api/v1/saki/contracts/{id}/end,Contract Management,POST,"central_db.r_deal_moto_saki, tenant_db.[TBD: contract / contract_history / contract_document]",契約終了確認 (https://www.notion.so/362f02c407dd805b8246f47254641d30?pvs=21),SAKI Portal,契約終了確認を新規作成する。
SA-ATT-001-API-01-Attendance Dashboard,Attendance Dashboard,Lấy tổng quan chấm công.,/api/v1/saki/attendance,Attendance Management,GET,"tenant_db.[TBD: attendance / attendance_approval], tenant_db.mst_saki_user, tenant_db.mst_saki_approval_group",勤怠TOP (https://www.notion.so/TOP-362f02c407dd80b6bfcfcd23f4a2634c?pvs=21),SAKI Portal,勤怠概要を取得する。
SA-ATT-002-API-01-Attendance List,Attendance List,"Lấy danh sách chấm công, hỗ trợ tìm kiếm/lọc.",/api/v1/saki/attendance/list,Attendance Management,GET,"tenant_db.[TBD: attendance / attendance_approval], tenant_db.mst_saki_user, tenant_db.mst_saki_approval_group",勤怠一覧 (https://www.notion.so/362f02c407dd8029a7c4f3bab4d2fe7f?pvs=21),SAKI Portal,勤怠一覧を取得し、検索・絞り込みに利用する。
SA-ATT-003-API-01-Attendance Detail,Attendance Detail,Lấy chi tiết chấm công theo ID.,/api/v1/saki/attendance/{id},Attendance Management,GET,"tenant_db.[TBD: attendance / attendance_approval], tenant_db.mst_saki_user, tenant_db.mst_saki_approval_group",勤怠詳細 (https://www.notion.so/362f02c407dd8065a12bd24a36ffa6f2?pvs=21),SAKI Portal,ID指定で勤怠詳細を取得する。
SA-ATT-004-API-01-Attendance Approval,Attendance Approval,Phê duyệt phê duyệt chấm công.,/api/v1/saki/attendance/{id}/approve,Attendance Management,POST,"tenant_db.[TBD: attendance / attendance_approval], tenant_db.mst_saki_user, tenant_db.mst_saki_approval_group",勤怠承認 (https://www.notion.so/362f02c407dd80a0a1defb28104ec17b?pvs=21),SAKI Portal,勤怠承認を承認する。
SA-ATT-005-API-01-Unsubmitted Attendance List,Unsubmitted Attendance List,"Lấy danh sách chấm công chưa gửi, hỗ trợ tìm kiếm/lọc.",/api/v1/saki/attendance/unsubmitted,Attendance Management,GET,"tenant_db.[TBD: attendance / attendance_approval], tenant_db.mst_saki_user, tenant_db.mst_saki_approval_group",未申請勤怠一覧 (https://www.notion.so/362f02c407dd8039a375cd5c831ee884?pvs=21),SAKI Portal,未提出勤怠一覧を取得し、検索・絞り込みに利用する。
SA-ATT-006-API-01-Unapproved Attendance List,Unapproved Attendance List,"Lấy danh sách chấm công chưa duyệt, hỗ trợ tìm kiếm/lọc.",/api/v1/saki/attendance/unapproved,Attendance Management,GET,"tenant_db.[TBD: attendance / attendance_approval], tenant_db.mst_saki_user, tenant_db.mst_saki_approval_group",未承認勤怠一覧 (https://www.notion.so/362f02c407dd80e5bbe2edb39f49742e?pvs=21),SAKI Portal,未承認勤怠一覧を取得し、検索・絞り込みに利用する。
SA-ATT-007-API-01-Attendance Reminder History,Attendance Reminder History,Lấy lịch sử nhắc chấm công.,/api/v1/saki/attendance/reminders,Attendance Management,GET,"tenant_db.[TBD: attendance / attendance_approval], tenant_db.mst_saki_user, tenant_db.mst_saki_approval_group",勤怠通知履歴 (https://www.notion.so/362f02c407dd808ea12ff4a39a85cbcc?pvs=21),SAKI Portal,勤怠リマインド履歴を取得する。
SA-ATT-008-API-01-Attendance Approval History,Attendance Approval History,Lấy lịch sử phê duyệt chấm công.,/api/v1/saki/attendance/approval-history,Attendance Management,GET,"tenant_db.[TBD: attendance / attendance_approval], tenant_db.mst_saki_user, tenant_db.mst_saki_approval_group",勤怠承認履歴 (https://www.notion.so/362f02c407dd804897abfb75ad78f385?pvs=21),SAKI Portal,勤怠承認履歴を取得する。
SA-ATT-009-API-01-Attendance Export,Attendance Export,Xuất dữ liệu chấm công ra file.,/api/v1/saki/attendance/export,Attendance Management,GET,"tenant_db.[TBD: attendance / attendance_approval], tenant_db.mst_saki_user, tenant_db.mst_saki_approval_group",勤怠DL (https://www.notion.so/DL-362f02c407dd8045ad15c0e4da73b1eb?pvs=21),SAKI Portal,勤怠データをファイル出力する。
MO-REQ-001-API-01-Get Request List,Get Request List,Lấy list request,/api/v1/moto/requests,Request Management,GET,"central_db.r_deal_moto_saki, tenant_db.[TBD: staffing_request / estimate_response], tenant_db.[TBD: staff], tenant_db.[TBD: staff_skill / employment_history / account]",派遣照会一覧 (https://www.notion.so/362f02c407dd803cbce3df75f1066096?pvs=21),MOTO Portal,
SA-SET-001-API-01,Saki User List," Lấy danh sách người dùng SAKI, hỗ trợ tìm kiếm/lọc.",/api/v1/saki/settings/users,Settings,GET,"tenant_db.mst_saki_user, tenant_db.mst_saki_department",企業マスタ (https://www.notion.so/362f02c407dd80e8a2becf8754188587?pvs=21),SAKI Portal,
SA-SET-001-API-02,Create Saki User,Tạo mới tài khoản người dùng SAKI,/api/v1/saki/settings/users,Settings,POST,"tenant_db.mst_saki_user
",企業マスタ (https://www.notion.so/362f02c407dd80e8a2becf8754188587?pvs=21),SAKI Portal,
SA-SET-001-API-03,Update Saki User,Cập nhật thông tin tài khoản người dùng SAKI theo ID.,/api/v1/saki/settings/users/{id},Settings,PUT,tenant_db.mst_saki_user,企業マスタ (https://www.notion.so/362f02c407dd80e8a2becf8754188587?pvs=21),SAKI Portal,
SA-SET-002-API-01,Get Saki Department,"Lấy danh sách phòng ban của SAKI.
",/api/v1/saki/settings/departments,Settings,GET,tenant_db.mst_saki_department,部署マスタ (https://www.notion.so/362f02c407dd808284f4e01fb4ace2f8?pvs=21),SAKI Portal,
SA-SET-003-API-01,Get Approval Group Master,Lấy danh sách nhóm phê duyệt của SAKI.,/api/v1/saki/settings/approval-groups,Settings,GET,"tenant_db.mst_saki_approval_group, tenant_db.mst_saki_user",就業場所一覧 (https://www.notion.so/362f02c407dd807b9a99ea1d082e5b83?pvs=21),SAKI Portal,
SA-SET-003-API-02,Create Approval Group,Tạo mới nhóm phê duyệt.,/api/v1/saki/settings/approval-groups,Settings,POST,tenant_db.mst_saki_approval_group,就業場所一覧 (https://www.notion.so/362f02c407dd807b9a99ea1d082e5b83?pvs=21),SAKI Portal,
SA-SET-003-API-03,Update Approval Group,Cập nhật thông tin nhóm phê duyệt theo ID.,/api/v1/saki/settings/approval-groups/{id},Settings,PUT,tenant_db.mst_saki_approval_group,就業場所一覧 (https://www.notion.so/362f02c407dd807b9a99ea1d082e5b83?pvs=21),SAKI Portal,
PA-GM-107-API-01-Get 36 Agreement Setting,Get 36 Agreement Setting,Platform Admin lấy thông tin thiết lập giới hạn giờ làm thêm theo Hiệp định 36 làm luật chung cho toàn bộ hệ thống.,/api/v1/admin/system/36-agreement,Common,GET,"central_db.mst_36_agreement_yearly, central_db.mst_36_agreement_monthly",36協定マスタ (https://www.notion.so/36-364f02c407dd8029a867ec9517cc33fe?pvs=21),Platform SaaS Admin,
PA-GM-107-API-02-Update Global 36 Agreement Setting,Update Global 36 Agreement Setting,Platform Admin cập nhật thông tin thiết lập giới hạn giờ làm thêm theo Hiệp định 36 (áp dụng mốc này cho mọi Tenant).,/api/v1/admin/system/36-agreement,Common,PUT,"central_db.mst_36_agreement_yearly, central_db.mst_36_agreement_monthly",36協定マスタ (https://www.notion.so/36-364f02c407dd8029a867ec9517cc33fe?pvs=21),Platform SaaS Admin,
PA-GM-107-API-03-Get Global 36 Agreement Overtime Alerts,Get Global 36 Agreement Overtime Alerts,Platform Admin lấy danh sách cảnh báo những nhân viên vi phạm giới hạn giờ làm (quét dữ liệu chấm công từ tất cả các Tenant đối chiếu với luật chung).,/api/v1/admin/system/36-agreement-alerts,Common,GET,"central_db.mst_36_agreement_yearly, central_db.mst_36_agreement_monthly, tenant_db.t_attendance_daily",36協定マスタ (https://www.notion.so/36-364f02c407dd8029a867ec9517cc33fe?pvs=21),Platform SaaS Admin,
"MO-REQ-001-API-03-Get Request Summary ","Get Request Summary ",,/api/v1/moto/requestst/summary,Request Management,GET,,派遣照会一覧 (https://www.notion.so/362f02c407dd803cbce3df75f1066096?pvs=21),MOTO Portal,
MO-REQ-001-API-04-Get Request Monitor Summary,Get Request Monitor Summary,,/api/v1/moto/requestst/monitor-summary,Request Management,GET,,派遣照会一覧 (https://www.notion.so/362f02c407dd803cbce3df75f1066096?pvs=21),MOTO Portal,
MO-REQ-001-API-05-Decline Request,Decline Request,,/api/v1/moto/requestst/decline,Request Management,POST,,派遣照会一覧 (https://www.notion.so/362f02c407dd803cbce3df75f1066096?pvs=21),MOTO Portal,
SA-REQ-001-API-02-Get Request List Summary,Get Request Summary,,/api/v1/saki/requests/summary,Request Management,GET,,派遣照会一覧 (https://www.notion.so/362f02c407dd80508996f44f91ee8026?pvs=21),SAKI Portal,
SA-REQ-001-API-04-Cancel Dispatch Company Send,Cancel Dispatch Company Send,,/api/v1/saki/requests/{id}/dispatch-company-send/cancel,Request Management,PATCH,,派遣照会一覧 (https://www.notion.so/362f02c407dd80508996f44f91ee8026?pvs=21),SAKI Portal,
SA-REQ-001-API-03-Update Status Request,Update Status Request,,/api/v1/saki/requests/{id}/status,Request Management,PATCH,,派遣照会一覧 (https://www.notion.so/362f02c407dd80508996f44f91ee8026?pvs=21),SAKI Portal,
SA-REQ-001-API-05-Download Request,Download Request,,/api/v1/saki/requests/{id}/export,Request Management,POST,,派遣照会一覧 (https://www.notion.so/362f02c407dd80508996f44f91ee8026?pvs=21),SAKI Portal,
SA-REQ-001-API-06-Delete Request,Delete Request,,/api/v1/saki/requests/{id},Request Management,DELETE,,派遣照会一覧 (https://www.notion.so/362f02c407dd80508996f44f91ee8026?pvs=21),SAKI Portal,
Sample API Design,,,,,,,派遣照会一覧 (https://www.notion.so/362f02c407dd803cbce3df75f1066096?pvs=21),MOTO Portal,
SA-CON-001-API-002-Get Contract Summary,Contract Summary,Lấy summary của hợp đồng,/api/v1/saki/contracts/summary,Contract Management,GET,,,SAKI Portal,
SA-CON-001-API-03-Export Contract List,Export Contract List,Xuất file danh sách hợp đồng,/api/v1/saki/contracts/export,Contract Management,GET,,,SAKI Portal,
ST-HOME-002-API-03-Mark All Notification Read,Mark All Notification Read,Đánh dấu tất cả thông báo đã đọc.,/api/v1/staff/notifications/read-all,Home,PATCH,"central_db.notification_history, tenant_db.[TBD: notification_read]",お知らせ一覧 (https://www.notion.so/362f02c407dd8019a22af8fd2f80af09?pvs=21),Staff Mobile APP,通知を既読に更新する。
MO-REQ-,,,,,,,,SAKI Portal,
SA-REQ-002-API-02-Submit Request,Submit Request,Submit yêu cầu phái cử đang ở trạng thái nháp.,/api/v1/saki/requests/{id}/submit,Request Management,POST,,派遣照会詳細 (https://www.notion.so/362f02c407dd80efa751c94cf3b472e4?pvs=21),SAKI Portal,下書き状態の派遣照会を提出する。
SA-REQ-002-API-03-Withdraw Request / Cancel Application,Withdraw Request / Cancel Application,Rút lại yêu cầu đã submit hoặc đang trong quá trình phê duyệt.,/api/v1/saki/requests/{id}/withdraw,Request Management,POST,,派遣照会詳細 (https://www.notion.so/362f02c407dd80efa751c94cf3b472e4?pvs=21),SAKI Portal,提出済み、または承認中の派遣照会申請を撤回する。
SA-REQ-002-API-04-Extend Deadline,Extend Deadline,Gia hạn thời hạn trả lời của yêu cầu phái cử.,/api/v1/saki/requests/{id}/extend-deadline,Request Management,POST,,派遣照会詳細 (https://www.notion.so/362f02c407dd80efa751c94cf3b472e4?pvs=21),SAKI Portal,派遣会社の回答期限を延長する。
SA-REQ-002-API-05-Add Target Staffing Company,Add Target Staffing Company,Thêm công ty phái cử vào danh sách gửi yêu cầu.,/api/v1/saki/requests/{id}/target-companies,Request Management,POST,,派遣照会詳細 (https://www.notion.so/362f02c407dd80efa751c94cf3b472e4?pvs=21),SAKI Portal,派遣照会の送信先となる派遣元会社を追加する。
SA-REQ-002-API-06-End Inquiry,End Inquiry,Kết thúc yêu cầu phái cử.,/api/v1/saki/requests/{id}/close,Request Management,POST,,派遣照会詳細 (https://www.notion.so/362f02c407dd80efa751c94cf3b472e4?pvs=21),SAKI Portal,派遣照会を終了する。
SA-REQ-002-API-07-Export Request PDF,Export Request PDF,Xuất thông tin yêu cầu phái cử ra file PDF.,/api/v1/saki/requests/{id}/export,Request Management,POST,,派遣照会詳細 (https://www.notion.so/362f02c407dd80efa751c94cf3b472e4?pvs=21),SAKI Portal,派遣照会情報をPDFとして出力する。
SA-REQ-002-API-08-Delete Request,Delete Request,Xóa hoặc ẩn yêu cầu phái cử khỏi danh sách.,/api/v1/saki/requests/{id},Request Management,DELETE,,派遣照会詳細 (https://www.notion.so/362f02c407dd80efa751c94cf3b472e4?pvs=21),SAKI Portal,派遣照会を削除、または一覧から非表示にする。
SA-REQ-002-API-09-Get Approval Status,Get Approval Status,Lấy danh sách trạng thái phê duyệt của yêu cầu phái cử.,/api/v1/saki/requests/{id}/approval-status,Request Management,GET,,派遣照会詳細 (https://www.notion.so/362f02c407dd80efa751c94cf3b472e4?pvs=21),SAKI Portal,派遣照会の承認状況一覧を取得する。
SA-REQ-002-API-10-Get Target Staffing Company List,Get Target Staffing Company List,Lấy danh sách công ty phái cử đã được gửi yêu cầu.,/api/v1/saki/requests/{id}/target-companies,Request Management,GET,,派遣照会詳細 (https://www.notion.so/362f02c407dd80efa751c94cf3b472e4?pvs=21),SAKI Portal,派遣照会の送信先派遣元会社一覧を取得する。
SA-REQ-002-API-11-Get Response List,Get Response List,Lấy danh sách phản hồi từ các công ty phái cử.,/api/v1/saki/requests/{id}/responses,Request Management,GET,,派遣照会詳細 (https://www.notion.so/362f02c407dd80efa751c94cf3b472e4?pvs=21),SAKI Portal,派遣元会社からの回答一覧を取得する。
SA-REQ-002-API-12-Get Change History,Get Change History,Lấy lịch sử thay đổi nội dung yêu cầu phái cử.,"/api/v1/saki/requests/{id}/histories ",Request Management,GET,,派遣照会詳細 (https://www.notion.so/362f02c407dd80efa751c94cf3b472e4?pvs=21),SAKI Portal,派遣照会内容の変更履歴を取得する。
SA-REQ-002-API-13-Get Attachment List,Get Attachment List,Lấy danh sách file đính kèm của yêu cầu phái cử.,/api/v1/saki/requests/{id}/attachments,Request Management,GET,,派遣照会詳細 (https://www.notion.so/362f02c407dd80efa751c94cf3b472e4?pvs=21),SAKI Portal,派遣照会に添付されたファイル一覧を取得する。
SA-REQ-002-API-14-Download Attachment,Download Attachment,Download file đính kèm của yêu cầu phái cử.,/api/v1/saki/requests/{id}/attachments/{attachment_id}/download,Request Management,GET,,派遣照会詳細 (https://www.notion.so/362f02c407dd80efa751c94cf3b472e4?pvs=21),SAKI Portal,派遣照会の添付ファイルをダウンロードする。
SA-REQ-002-API-15-Add Comment,Add Comment,Thêm comment vào yêu cầu phái cử.,/api/v1/saki/requests/{id}/comments,Request Management,POST,,派遣照会詳細 (https://www.notion.so/362f02c407dd80efa751c94cf3b472e4?pvs=21),SAKI Portal,派遣照会にコメントを追加する。
MO-REQ-002-API-02-Download Request PDF,Download Request PDF,Download file PDF của yêu cầu phái cử.,/api/v1/moto/requests/{id}/pdf,Request Management,GET,"t_dispatch_inquiry, t_dispatch_inquiry_condition, t_dispatch_inquiry_target_company",派遣照会詳細 (https://www.notion.so/362f02c407dd80fb8e3ef701dfd046cb?pvs=21),MOTO Portal,依頼情報をPDFファイルとしてダウンロードする。
MO-REQ-002-API-03-Add Comment,Add Comment,Thêm comment vào yêu cầu phái cử.,/api/v1/moto/requests/{id}/comments,Request Management,POST,"request_comment, request_comment_attachment",派遣照会詳細 (https://www.notion.so/362f02c407dd80fb8e3ef701dfd046cb?pvs=21),MOTO Portal,依頼にコメントを追加する。
MO-REQ-002-API-04-Get Comment History,Get Comment History,Lấy lịch sử comment của yêu cầu phái cử.,/api/v1/moto/requests/{id}/comments,Request Management,GET,"request_comment, request_comment_attachment",派遣照会詳細 (https://www.notion.so/362f02c407dd80fb8e3ef701dfd046cb?pvs=21),MOTO Portal,依頼のコメント履歴を取得する。
MO-REQ-002-API-05-Get Response History,Get Response History,Lấy lịch sử phản hồi của yêu cầu phái cử.,/api/v1/moto/requests/{id}/responses,Request Management,GET,"t_dispatch_estimate, t_dispatch_inquiry_target_company",派遣照会詳細 (https://www.notion.so/362f02c407dd80fb8e3ef701dfd046cb?pvs=21),MOTO Portal,依頼の回答履歴を取得する。
MO-REQ-002-API-06-Get Status History,Get Status History,Lấy lịch sử trạng thái của yêu cầu phái cử.,/api/v1/moto/requests/{id}/status-histories,Request Management,GET,request_status_history,派遣照会詳細 (https://www.notion.so/362f02c407dd80fb8e3ef701dfd046cb?pvs=21),MOTO Portal,依頼のステータス履歴を取得する。
MO-REQ-002-API-07-Get Update History,Get Update History,Lấy lịch sử cập nhật của yêu cầu phái cử.,/api/v1/moto/requests/{id}/histories,Request Management,GET,request_update_history,派遣照会詳細 (https://www.notion.so/362f02c407dd80fb8e3ef701dfd046cb?pvs=21),MOTO Portal,依頼の更新履歴を取得する。
MO-REQ-002-API-08-Download Comment Attachment,Download Comment Attachment,Download file đính kèm trong comment.,/api/v1/moto/requests/{id}/comments/{comment_id}/attachments/{attachment_id}/download,Request Management,GET,request_comment_attachment,派遣照会詳細 (https://www.notion.so/362f02c407dd80fb8e3ef701dfd046cb?pvs=21),MOTO Portal,コメントに添付されたファイルをダウンロードする。
SA-CON-002-API-02-Contract PDF Download,Contract PDF Download,Download PDF hợp đồng theo ID.,/api/v1/saki/contracts/{id}/pdf/download,Contract Management,GET,"t_contract, t_contract_saki_detail, t_contract_download_history",契約詳細 (https://www.notion.so/362f02c407dd8010bdd0ed9edd0d407f?pvs=21),SAKI Portal,ID指定で契約PDFをダウンロードする。
SA-CON-002-API-03-Contract Download History,Contract Download History,Lấy lịch sử download hợp đồng theo ID.,/api/v1/saki/contracts/{id}/download-history,Contract Management,GET,t_contract_download_history,契約詳細 (https://www.notion.so/362f02c407dd8010bdd0ed9edd0d407f?pvs=21),SAKI Portal,ID指定で契約ダウンロード履歴を取得する。
SA-CON-002-API-04-Contract Extension Approval,Contract Extension Approval,Phê duyệt gia hạn hợp đồng.,/api/v1/saki/contracts/{id}/extension/approval,Contract Management,PATCH,"t_contract, t_contract_approval, t_contract_status_history",契約詳細 (https://www.notion.so/362f02c407dd8010bdd0ed9edd0d407f?pvs=21),SAKI Portal,契約延長申請を承認する。
SA-CON-002-API-05-Contract End Confirmation,Contract End Confirmation,Xác nhận kết thúc hợp đồng.,/api/v1/saki/contracts/{id}/end/confirmation,Contract Management,PATCH,"t_contract, t_contract_status_history",契約詳細 (https://www.notion.so/362f02c407dd8010bdd0ed9edd0d407f?pvs=21),SAKI Portal,契約終了内容を確認する。
ST-AUTH-003-API-03-Change Password,Change password,Thay đổi password,/api/v1/staff/auth/password,Authentication,POST,"central_db.mst_tenant, tenant_db.[TBD: staff_account / login_history]","初回ログイン (https://www.notion.so/37df02c407dd8013bdc4dbccb330d8cf?pvs=21), パスワード初期化 (https://www.notion.so/362f02c407dd803a9f8de4dabd39453c?pvs=21)",Staff Mobile APP,